age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
32,Male,Married,High School,18785.34,Employed,0.343,679,9441.04,Debt consolidation,12.12,60,1,19707.91,13848.91,1,0.702708201935162,0.5025748801991341
66,Male,Married,Master's,54737.12,Employed,0.046,604,16568.16,Vacation,16.73,36,3,49379.13,30244.48,1,0.6124951978700314,0.3026860017479911
45,Female,Widowed,High School,109029.58,Self-employed,0.138,719,22614.74,Education,10.65,60,4,104928.19,90663.28,3,0.8640507379380126,0.20741839049549674
67,Male,Married,Bachelor's,116942.76,Employed,0.228,639,25994.93,Other,12.33,36,6,162763.61,65859.22,3,0.40463110888238474,0.2222876388414298
66,Male,Widowed,Master's,79071.46,Employed,0.057,689,23647.39,Education,12.14,36,7,84769.33,71769.13,3,0.8466402884156334,0.29906353063418833
49,Female,Married,Bachelor's,51019.46,Employed,0.264,687,16497.08,Home,11.43,36,6,56421.17,48216.55,1,0.8545825972768732,0.32334877711367394
48,Other,Married,Other,25552.1,Employed,0.075,658,21844.8,Debt consolidation,13.03,36,8,23142.29,10632.14,4,0.45942471553160896,0.8549121207258895
49,Male,Single,Master's,51678.51,Employed,0.138,671,11328.63,Debt consolidation,11.79,60,6,55851.17,3697.34,2,0.06619986653815847,0.2192135570472136
61,Male,Married,Master's,56123.61,Employed,0.195,675,24679.41,Debt consolidation,10.19,36,1,56058.27,25577.81,0,0.4562718399979165,0.4397331176665222
66,Other,Single,Master's,106019.03,Employed,0.15,791,28910.14,Home,10.15,60,8,155019.91,70530.46,1,0.4549767833048026,0.2726882145592164
34,Male,Married,Bachelor's,83260.04,Employed,0.135,621,500.0,Car,13.17,36,5,96455.24,86529.3,0,0.8970927862498709,0.006005281765418321
50,Male,Married,Bachelor's,44321.98,Unemployed,0.034,723,16783.55,Home,13.6,60,2,34318.74,22443.18,1,0.6539628203133332,0.37867329031780617
68,Male,Married,Bachelor's,22307.76,Employed,0.296,687,15030.41,Debt consolidation,12.57,36,3,22921.99,19979.97,2,0.8716507598162289,0.6737749554415146
71,Female,Married,Master's,12195.35,Unemployed,0.127,666,500.0,Other,12.88,60,2,16607.48,7260.91,4,0.4372072102450221,0.04099923331433702
35,Male,Married,High School,54907.1,Employed,0.253,606,14388.59,Education,8.88,36,7,74063.95,67640.74,2,0.9132748118349077,0.26205335921948164
73,Male,Married,Bachelor's,28635.39,Employed,0.247,721,10028.75,Car,10.01,36,2,32186.99,18217.93,2,0.5660029098713486,0.350222225015968
25,Male,Married,Master's,23498.12,Employed,0.239,654,17873.16,Debt consolidation,13.62,60,4,20955.75,9057.18,0,0.4322050034000215,0.7606208496679735
23,Male,Married,PhD,62383.46,Employed,0.042,690,15517.84,Car,10.44,36,2,42027.02,15351.86,1,0.365285475867668,0.24874926783477544
28,Female,Single,Master's,75285.53,Employed,0.106,666,12093.96,Debt consolidation,13.37,36,6,66750.11,46958.33,2,0.7034944212076955,0.16064122813507456
73,Other,Divorced,Master's,31358.41,Unemployed,0.057,631,6169.38,Education,12.28,36,5,36390.12,14180.51,3,0.38968022089512205,0.19673765347158864
30,Female,Single,High School,32235.38,Employed,0.254,558,22779.76,Medical,16.44,36,5,43275.81,16336.48,1,0.3774968047969524,0.7066695041286933
43,Male,Married,Master's,78138.17,Unemployed,0.513,558,16271.61,Education,12.78,36,5,92885.57,23432.69,4,0.2522748151300573,0.20824150348030931
21,Male,Married,Other,44971.17,Student,0.248,660,13663.88,Education,13.82,60,3,54839.86,33922.69,2,0.6185772538441929,0.30383643565422025
49,Male,Single,High School,19457.63,Employed,0.127,653,10415.52,Other,15.8,36,10,38148.65,8091.21,1,0.2120968894049986,0.5352923249131575
22,Male,Single,High School,6151.16,Employed,0.278,713,10442.12,Other,10.72,36,7,11293.88,7678.26,1,0.6798602428926109,1.6975854960690342
65,Male,Single,Bachelor's,84891.36,Self-employed,0.088,581,10123.19,Debt consolidation,10.9,60,9,65313.57,19003.07,2,0.29095132910358446,0.11924876689453438
49,Female,Single,Bachelor's,25512.83,Unemployed,0.119,619,29499.41,Home,14.01,60,6,34171.49,12202.5,0,0.35709592996969114,1.1562578514418038
49,Male,Married,High School,34943.83,Employed,0.093,543,16308.88,Other,16.94,36,8,41684.92,24063.37,2,0.5772679904387485,0.4667170141338256
73,Male,Single,High School,29614.5,Employed,0.321,637,6058.12,Debt consolidation,15.09,36,3,38481.3,6661.16,2,0.17310122059285937,0.2045660065170778
37,Female,Single,High School,16978.32,Student,0.183,653,15968.79,Debt consolidation,10.26,60,7,26074.51,15343.82,2,0.5884605309936793,0.9405400534328485
36,Female,Divorced,Master's,28481.08,Employed,0.241,629,19096.87,Other,12.48,36,2,34385.82,9221.69,2,0.26818293121990405,0.6705107390590525
51,Female,Single,Bachelor's,14563.15,Employed,0.177,720,24943.62,Other,10.31,36,5,25583.82,16785.15,1,0.6560845878371565,1.7127901587225292
59,Male,Married,PhD,79373.98,Self-employed,0.098,649,500.0,Education,11.67,36,6,124739.59,26104.96,4,0.20927565979654095,0.006299293546827311
34,Male,Single,Bachelor's,64600.52,Employed,0.322,700,13197.78,Car,10.2,36,4,79330.84,59413.77,3,0.7489366052344838,0.2042983554931137
40,Male,Single,High School,337636.65,Employed,0.113,591,11307.13,Car,16.29,60,8,426121.49,212130.61,1,0.49781720701295773,0.03348904806394684
62,Male,Single,Other,25709.97,Employed,0.073,682,11437.03,Home,13.25,60,6,37584.36,33549.39,2,0.8926423118552504,0.4448480492198163
67,Female,Married,Bachelor's,53261.07,Employed,0.06,687,8896.06,Debt consolidation,10.54,36,4,74668.9,28500.41,0,0.38169050300727614,0.1670274367375646
58,Female,Married,Master's,36566.14,Unemployed,0.301,669,2636.03,Debt consolidation,11.96,60,3,22285.21,1370.54,7,0.061499981377783744,0.07208937011125593
29,Female,Married,Bachelor's,47570.39,Self-employed,0.024,747,12923.06,Car,11.74,36,5,56653.73,50474.13,0,0.8909233337328362,0.2716618467916702
33,Female,Single,High School,99765.06,Retired,0.109,635,7443.76,Debt consolidation,13.72,36,3,76942.97,72933.76,2,0.9478937451985541,0.0746128955367741
73,Male,Married,Master's,20702.94,Employed,0.093,753,7545.87,Other,11.48,36,3,15246.14,13578.47,2,0.890616903688409,0.3644830154557759
38,Male,Single,High School,127985.53,Employed,0.142,663,5368.19,Other,11.07,60,3,98292.1,43206.05,2,0.4395678798194362,0.041943725982148135
65,Female,Married,Master's,36662.51,Employed,0.256,611,24443.55,Debt consolidation,13.91,60,5,39367.32,22082.94,1,0.5609459826068932,0.6667178542876633
59,Female,Married,Bachelor's,23850.86,Employed,0.265,791,22193.9,Debt consolidation,10.07,36,2,17556.9,10998.35,1,0.626440316912439,0.9305282912230419
63,Male,Single,Bachelor's,16933.5,Employed,0.229,658,25653.75,Car,11.7,60,7,18475.52,15863.61,4,0.8586286069350145,1.5149703250952253
44,Female,Single,High School,37515.05,Employed,0.085,677,6466.55,Debt consolidation,11.91,60,9,40746.44,18316.55,4,0.44952516097111794,0.17237215464193703
63,Male,Single,Bachelor's,65227.13,Retired,0.104,690,6048.84,Car,11.4,36,7,96391.78,62961.23,3,0.6531804890417005,0.09273503218676032
35,Male,Married,Other,90409.55,Employed,0.059,620,16251.99,Debt consolidation,15.38,60,10,143201.66,16516.68,2,0.11533860710832541,0.17975966034561613
46,Female,Married,Bachelor's,128531.08,Employed,0.159,732,18316.3,Vacation,6.74,36,5,110031.74,66718.45,1,0.6063564022526591,0.1425048322942591
62,Female,Single,Bachelor's,31332.96,Student,0.337,736,10248.1,Business,9.38,60,8,38666.59,7635.21,3,0.1974627191071155,0.3270709182917924
72,Female,Married,Master's,30323.29,Unemployed,0.043,699,3207.6,Home,13.1,60,10,41971.69,22763.88,4,0.5423627211579995,0.1057800786128418
21,Male,Single,Master's,43174.76,Employed,0.196,584,1261.12,Other,12.82,36,6,50950.23,4810.52,4,0.0944160605359387,0.029209658606093
40,Male,Single,Other,22516.54,Employed,0.152,842,12352.75,Debt consolidation,6.49,36,10,32096.32,3829.54,1,0.11931398989042981,0.548607823404484
42,Other,Single,High School,81234.54,Employed,0.134,708,22085.02,Other,15.03,36,3,123196.29,70030.37,0,0.5684454458815278,0.27186736085413915
27,Female,Married,Bachelor's,13562.43,Self-employed,0.348,760,26741.77,Debt consolidation,10.51,36,10,19015.86,9007.63,1,0.4736903826595273,1.9717535869309555
50,Female,Single,Master's,66091.21,Retired,0.451,660,9328.31,Home,11.04,60,5,63004.65,23055.31,3,0.36593029244666864,0.1411429749886558
66,Female,Single,Bachelor's,42742.81,Self-employed,0.288,570,15656.43,Debt consolidation,16.93,36,2,31678.18,6175.81,4,0.19495469752365824,0.36629388662093115
50,Female,Married,Master's,26850.69,Self-employed,0.063,630,8343.19,Debt consolidation,16.9,60,1,37824.16,16714.26,5,0.44189375256449837,0.310725348212653
74,Female,Married,High School,34820.68,Employed,0.104,730,20556.94,Education,14.01,60,3,39932.24,16174.89,0,0.4050584189617212,0.5903658400697516
46,Female,Single,PhD,73952.48,Employed,0.216,765,10177.19,Debt consolidation,8.92,36,7,92240.06,18271.21,2,0.19808324062234997,0.1376179676462507
22,Male,Single,High School,8592.53,Self-employed,0.328,681,23972.89,Debt consolidation,10.48,60,6,13060.74,2281.48,2,0.17468229212127337,2.7899687286515147
65,Male,Single,Bachelor's,52240.15,Self-employed,0.068,709,22001.96,Education,15.27,36,4,59802.91,8445.71,1,0.14122573633958613,0.42116954105223664
50,Female,Married,Bachelor's,21048.65,Employed,0.277,676,3151.32,Debt consolidation,14.57,36,8,31382.4,23408.99,2,0.7459273350667891,0.14971601504134469
64,Male,Single,High School,12476.12,Employed,0.148,618,21215.23,Business,12.65,60,8,24114.7,9190.26,0,0.38110613028567636,1.7004669721035064
47,Female,Married,Bachelor's,17407.94,Unemployed,0.153,805,22078.02,Car,11.43,36,7,22986.34,16224.16,1,0.7058174550624414,1.2682729834776545
44,Male,Married,Bachelor's,57257.11,Employed,0.094,591,11414.78,Business,14.9,36,3,72768.6,50462.17,1,0.693460778412667,0.19936004454293973
46,Female,Married,PhD,40995.51,Employed,0.15,692,16743.19,Debt consolidation,13.99,36,6,50385.48,31988.31,2,0.634871593959212,0.4084152142515119
53,Female,Married,Master's,51895.46,Employed,0.182,664,15502.79,Debt consolidation,11.83,36,4,32146.39,19475.94,2,0.605851543517017,0.29873114141391177
56,Male,Married,Bachelor's,48328.59,Employed,0.072,613,12309.68,Debt consolidation,10.74,36,3,69021.6,65181.86,3,0.9443690091217821,0.25470803100193906
68,Female,Married,Bachelor's,65690.6,Employed,0.03,654,23096.74,Debt consolidation,12.74,36,5,61213.37,32434.14,2,0.5298538538231108,0.3515988588930532
70,Female,Single,Master's,38191.95,Self-employed,0.085,607,9865.25,Home,9.0,36,3,41327.91,10604.58,3,0.25659608724467314,0.2583070516168983
51,Male,Married,High School,7989.54,Self-employed,0.278,786,6431.24,Car,11.68,60,6,15997.81,12968.04,3,0.8106134527163407,0.8049574819075942
68,Female,Single,Bachelor's,13938.63,Self-employed,0.096,728,35461.97,Car,12.75,36,5,17212.74,6183.88,0,0.3592618025950546,2.544150321803506
44,Female,Married,Master's,56232.91,Employed,0.348,593,7833.14,Car,15.35,36,7,59095.12,29411.57,2,0.4976987947566567,0.13929814409391225
28,Male,Single,PhD,20344.28,Self-employed,0.346,570,11720.82,Vacation,14.09,36,6,28413.73,8384.81,4,0.29509712382006864,0.5761236082083023
34,Female,Single,Master's,131982.3,Employed,0.16,763,16126.89,Other,10.88,60,6,122004.92,70215.21,1,0.5755112990525301,0.12218979363141877
53,Female,Single,High School,34386.77,Employed,0.083,554,16725.89,Debt consolidation,14.85,60,7,50707.39,43336.01,3,0.8546290787200841,0.4864048004508711
71,Male,Single,Bachelor's,47263.74,Self-employed,0.127,784,24720.14,Debt consolidation,9.72,36,2,38696.64,28894.7,0,0.7466979045209093,0.5230254736506252
60,Male,Divorced,Master's,34608.68,Employed,0.096,636,6755.48,Medical,12.03,60,5,56346.85,38289.14,3,0.6795258297491341,0.1951961184304053
35,Female,Single,High School,21615.82,Employed,0.492,605,500.0,Debt consolidation,18.55,60,5,23547.23,14977.98,4,0.6360824606546078,0.02313120668103269
71,Male,Married,High School,68458.47,Employed,0.075,691,975.17,Debt consolidation,12.02,36,8,47966.71,21897.65,0,0.45651765568245145,0.01424469463018966
67,Male,Single,High School,51676.52,Employed,0.254,624,12582.97,Business,13.54,36,3,67575.42,14040.93,3,0.20778161645166246,0.24349491800144438
58,Male,Single,Bachelor's,89355.72,Employed,0.275,627,14826.05,Debt consolidation,12.23,60,2,120644.36,73594.94,7,0.6100155863067284,0.16592166679424664
36,Male,Single,Bachelor's,65421.03,Employed,0.105,575,15621.62,Car,12.17,36,4,85368.31,80425.28,1,0.9420976003859043,0.23878590722279977
71,Male,Single,Bachelor's,29583.92,Self-employed,0.036,661,35661.52,Education,12.77,36,7,49860.88,46503.47,4,0.9326644455533076,1.205435926003045
48,Male,Single,Master's,26846.92,Employed,0.103,717,17877.94,Home,10.69,36,2,24245.41,8599.03,2,0.35466630591109827,0.6659214539321456
68,Male,Married,Bachelor's,45050.27,Employed,0.215,606,16850.48,Other,10.37,36,10,44313.92,31230.26,2,0.704750561448863,0.3740372699209128
71,Female,Married,Bachelor's,44086.32,Employed,0.242,656,22124.09,Debt consolidation,10.34,60,1,44892.85,12397.75,3,0.2761631306544361,0.5018357168391465
50,Male,Single,Master's,22277.62,Employed,0.258,603,21134.82,Home,16.3,60,1,34309.71,8285.43,0,0.2414893626323277,0.9487018810806541
66,Female,Divorced,Bachelor's,71488.81,Employed,0.191,649,8583.51,Debt consolidation,14.09,36,10,83372.49,66072.86,0,0.792501939188814,0.12006788195243424
61,Female,Single,Bachelor's,36804.38,Employed,0.155,700,5271.92,Debt consolidation,12.35,36,4,46312.21,33332.0,1,0.7197238050181582,0.14324164678225798
26,Female,Married,Bachelor's,26117.5,Employed,0.032,724,4278.45,Other,11.33,60,6,23261.13,10299.27,2,0.44276739780053675,0.16381544941131423
66,Female,Single,Master's,36367.36,Self-employed,0.103,700,4573.68,Medical,11.57,36,6,31724.97,23219.72,0,0.7319067598803088,0.12576332183584402
57,Female,Single,Master's,65884.72,Employed,0.292,695,13892.3,Car,11.3,60,8,46610.25,25316.65,6,0.5431562800027891,0.21085769204149307
39,Female,Married,High School,64122.93,Employed,0.266,613,22663.63,Vacation,12.18,36,3,61057.82,46878.0,2,0.7677640636367299,0.35344033717735607
70,Male,Widowed,Bachelor's,41603.52,Unemployed,0.297,751,24909.81,Debt consolidation,14.3,36,2,42951.19,19291.44,1,0.44914797471269124,0.5987428467591205
32,Female,Single,High School,42380.11,Unemployed,0.286,687,17916.16,Business,12.87,60,2,30315.35,27235.13,3,0.8983940478998264,0.4227492566678095
35,Female,Widowed,Bachelor's,18752.42,Employed,0.214,683,1634.72,Debt consolidation,12.92,36,4,31652.97,28952.5,1,0.9146850990602146,0.08717381543288814
70,Male,Married,PhD,49716.51,Retired,0.211,660,17968.21,Debt consolidation,11.26,60,4,51059.61,40011.5,2,0.783623298336983,0.36141334136285913
64,Male,Single,Bachelor's,41195.47,Self-employed,0.163,663,7593.12,Education,9.76,36,3,42270.58,9145.53,5,0.21635686096571186,0.1843192953011581
51,Male,Married,Master's,32804.2,Employed,0.036,580,25435.71,Car,15.47,60,4,28829.46,22984.95,3,0.7972729978293038,0.7753796769925803
74,Female,Married,Bachelor's,61483.34,Employed,0.083,674,21472.43,Debt consolidation,13.08,60,5,96497.59,44540.35,4,0.46156955836928154,0.34923981032910706
52,Male,Single,High School,21248.77,Unemployed,0.089,596,26302.41,Debt consolidation,14.24,36,3,19463.61,12344.23,0,0.6342209898369315,1.2378321192238422
58,Female,Single,Bachelor's,34985.4,Employed,0.123,644,2301.62,Car,13.98,36,6,56003.92,20089.1,3,0.3587088189541018,0.06578801442887604
36,Female,Married,High School,26686.4,Unemployed,0.427,614,24354.77,Debt consolidation,15.25,36,4,38341.77,2568.95,3,0.06700134083533442,0.9126285298878829
60,Male,Single,Master's,19021.86,Employed,0.2,640,13973.02,Other,15.21,36,6,33465.4,15042.05,2,0.4494806576344523,0.7345769551452908
22,Other,Single,Bachelor's,65701.38,Employed,0.154,656,4808.87,Car,12.05,36,2,70895.36,18415.8,4,0.2597603002509614,0.07319283095727973
64,Female,Single,High School,18562.47,Employed,0.096,750,6407.64,Car,9.34,36,6,15719.74,4784.81,4,0.30438226077530545,0.3451932851608649
65,Female,Single,Bachelor's,27634.66,Employed,0.374,703,15331.27,Debt consolidation,13.12,60,5,30139.23,27877.99,1,0.9249735311751496,0.5547841008356897
32,Female,Single,Other,59801.56,Employed,0.193,691,15078.79,Other,14.52,60,5,68994.49,64718.45,1,0.9380234566557415,0.25214710117930034
21,Female,Divorced,High School,17630.96,Unemployed,0.22,664,9203.46,Education,13.39,36,3,17638.35,4915.44,3,0.2786791281497419,0.52200560831628
21,Male,Married,Master's,44844.15,Self-employed,0.291,678,2315.58,Vacation,15.28,36,4,51871.08,47228.44,5,0.9104965618606746,0.051636166590291036
74,Male,Married,High School,51764.58,Employed,0.2,714,3953.41,Business,12.7,60,6,60246.37,3268.62,2,0.054254223117508986,0.0763728789067737
49,Female,Married,Bachelor's,40421.21,Self-employed,0.171,688,33092.31,Debt consolidation,13.85,36,5,51027.77,25921.45,1,0.5079871215222613,0.8186867736022746
64,Female,Married,High School,51117.47,Employed,0.265,659,16356.36,Car,13.4,60,6,41464.1,7384.33,1,0.1780897209875531,0.31997592995114976
21,Male,Single,Master's,25177.38,Retired,0.378,668,2849.03,Business,17.72,36,11,24268.42,9548.36,2,0.39344794593137916,0.11315831909436169
73,Female,Married,PhD,32824.2,Employed,0.128,714,16400.04,Debt consolidation,13.67,36,3,25086.39,23230.7,5,0.9260280175824421,0.4996325881514249
22,Female,Married,Master's,11088.28,Employed,0.12,636,8490.07,Education,13.41,36,8,20274.05,1176.69,3,0.05803921762055436,0.7656796184800527
50,Female,Married,Master's,17538.4,Student,0.334,803,9691.88,Debt consolidation,10.62,60,2,18174.35,1599.31,0,0.08799819525870252,0.5526091319618665
22,Female,Divorced,Other,41566.61,Employed,0.234,471,8545.61,Medical,14.21,36,2,36012.25,21837.85,1,0.6064005997959028,0.2055883315959613
53,Female,Married,Bachelor's,22281.45,Employed,0.12,563,15343.03,Car,13.43,36,2,20568.36,6316.77,3,0.30711101906034316,0.6886010560354017
34,Female,Married,Bachelor's,62910.04,Employed,0.166,631,21356.48,Other,13.31,36,4,75582.13,27851.44,0,0.3684923936385492,0.33947649691527776
52,Male,Single,Master's,45949.05,Unemployed,0.057,703,7034.01,Home,15.65,36,5,52493.92,14441.13,3,0.27510100217320405,0.15308281672852866
49,Male,Single,Bachelor's,23391.57,Employed,0.355,763,4045.68,Debt consolidation,9.71,36,5,27546.18,7845.41,2,0.2848093637665912,0.17295461570129753
74,Male,Divorced,Master's,24429.23,Unemployed,0.076,761,11960.97,Debt consolidation,9.47,60,5,21689.25,5732.57,3,0.26430466705856587,0.4896171512569164
59,Male,Single,Bachelor's,17090.12,Retired,0.069,666,7109.59,Vacation,10.84,36,4,22717.23,5849.86,0,0.2575076274704266,0.41600585601505435
54,Male,Married,High School,27657.13,Employed,0.178,764,11999.09,Debt consolidation,13.7,60,3,33931.19,5906.1,1,0.1740610924638953,0.4338515963153082
61,Male,Single,Other,12832.75,Unemployed,0.094,718,500.0,Other,13.6,36,6,13138.34,7114.1,3,0.5414763204483977,0.03896280999785705
69,Female,Single,High School,37835.33,Employed,0.185,659,8122.35,Debt consolidation,14.71,36,3,36148.66,2890.43,1,0.07995953376971648,0.21467633558369914
34,Male,Single,High School,73048.21,Employed,0.226,714,23224.96,Debt consolidation,17.61,36,8,76220.95,26398.05,1,0.3463358827199084,0.3179401658165203
